precision,recall,f1,time
0.9678089304257529,0.8996138996138996,0.9324662331165583,11.258343885999238
0.9671457905544147,0.9092664092664092,0.9373134328358208,11.179234440999608
0.9681069958847737,0.9083011583011583,0.9372509960159362,11.245299684000202
0.9682051282051282,0.9111969111969112,0.938836399801094,11.24505443399994
0.9671794871794872,0.9102316602316602,0.9378418697165589,11.236241477000476
0.9672466734902764,0.9121621621621622,0.9388971684053651,11.185956927000007
0.9673802242609582,0.916023166023166,0.9410014873574616,11.278870621000351
0.9681397738951696,0.9092664092664092,0.9377799900447984,11.569467327999519
0.9673802242609582,0.916023166023166,0.9410014873574616,11.23870452400024
0.9680412371134021,0.9063706563706564,0.9361914257228314,11.22650481599976
